,irish_rainfall_year,irish_rainfall_month,median_monthly_rainfall,irish_rainfall_date
1519,1837,8,71.8,1837-08-01
1520,1837,9,79.7,1837-09-01
1521,1837,10,100.7,1837-10-01
1522,1837,11,109.6,1837-11-01
1523,1837,12,121.6,1837-12-01
1524,1838,1,53.8,1838-01-01
1525,1838,2,83.8,1838-02-01
1526,1838,3,85.9,1838-03-01
1527,1838,4,75.5,1838-04-01
1528,1838,5,47.6,1838-05-01
1529,1838,6,97.2,1838-06-01
1530,1838,7,106.5,1838-07-01
1531,1838,8,114.8,1838-08-01
1532,1838,9,59.0,1838-09-01
1533,1838,10,84.8,1838-10-01
1534,1838,11,143.8,1838-11-01
1535,1838,12,81.7,1838-12-01
1536,1839,1,76.0,1839-01-01
1537,1839,2,78.3,1839-02-01
1538,1839,3,92.1,1839-03-01
1539,1839,4,51.8,1839-04-01
1540,1839,5,23.0,1839-05-01
1541,1839,6,89.8,1839-06-01
1542,1839,7,127.8,1839-07-01
1543,1839,8,110.5,1839-08-01
1544,1839,9,163.5,1839-09-01
1545,1839,10,117.4,1839-10-01
1546,1839,11,108.2,1839-11-01
1547,1839,12,112.8,1839-12-01
1548,1840,1,133.8,1840-01-01
1549,1840,2,72.4,1840-02-01
1550,1840,3,11.9,1840-03-01
1551,1840,4,28.4,1840-04-01
1552,1840,5,83.4,1840-05-01
1553,1840,6,68.7,1840-06-01
1554,1840,7,86.2,1840-07-01
1555,1840,8,100.8,1840-08-01
1556,1840,9,77.9,1840-09-01
1557,1840,10,48.6,1840-10-01
1558,1840,11,121.0,1840-11-01
1559,1840,12,83.4,1840-12-01
1560,1841,1,66.5,1841-01-01
1561,1841,2,69.7,1841-02-01
1562,1841,3,90.5,1841-03-01
1563,1841,4,52.0,1841-04-01
1564,1841,5,64.5,1841-05-01
1565,1841,6,67.6,1841-06-01
1566,1841,7,81.1,1841-07-01
1567,1841,8,108.1,1841-08-01
1568,1841,9,93.6,1841-09-01
1569,1841,10,138.3,1841-10-01
1570,1841,11,104.0,1841-11-01
1571,1841,12,104.0,1841-12-01
1572,1842,1,89.2,1842-01-01
1573,1842,2,95.2,1842-02-01
1574,1842,3,93.2,1842-03-01
1575,1842,4,16.8,1842-04-01
1576,1842,5,98.1,1842-05-01
1577,1842,6,60.5,1842-06-01
1578,1842,7,105.1,1842-07-01
1579,1842,8,50.5,1842-08-01
1580,1842,9,93.2,1842-09-01
1581,1842,10,57.5,1842-10-01
1582,1842,11,157.6,1842-11-01
1583,1842,12,74.3,1842-12-01
1584,1843,1,81.8,1843-01-01
1585,1843,2,53.2,1843-02-01
1586,1843,3,61.1,1843-03-01
1587,1843,4,102.5,1843-04-01
1588,1843,5,116.3,1843-05-01
1589,1843,6,76.9,1843-06-01
1590,1843,7,77.9,1843-07-01
1591,1843,8,97.6,1843-08-01
1592,1843,9,46.3,1843-09-01
1593,1843,10,125.2,1843-10-01
1594,1843,11,104.5,1843-11-01
1595,1843,12,42.4,1843-12-01
1596,1844,1,70.9,1844-01-01
1597,1844,2,104.0,1844-02-01
1598,1844,3,79.4,1844-03-01
1599,1844,4,38.8,1844-04-01
1600,1844,5,7.6,1844-05-01
1601,1844,6,73.8,1844-06-01
1602,1844,7,75.7,1844-07-01
1603,1844,8,106.9,1844-08-01
1604,1844,9,68.1,1844-09-01
1605,1844,10,142.8,1844-10-01
1606,1844,11,115.4,1844-11-01
1607,1844,12,62.4,1844-12-01
1608,1845,1,140.5,1845-01-01
1609,1845,2,46.5,1845-02-01
1610,1845,3,50.8,1845-03-01
1611,1845,4,65.9,1845-04-01
1612,1845,5,46.5,1845-05-01
1613,1845,6,105.9,1845-06-01
1614,1845,7,117.8,1845-07-01
1615,1845,8,78.9,1845-08-01
1616,1845,9,65.9,1845-09-01
1617,1845,10,123.2,1845-10-01
1618,1845,11,135.1,1845-11-01
1619,1845,12,103.8,1845-12-01
1620,1846,1,125.5,1846-01-01
1621,1846,2,61.5,1846-02-01
1622,1846,3,111.3,1846-03-01
1623,1846,4,134.9,1846-04-01
1624,1846,5,61.5,1846-05-01
1625,1846,6,54.4,1846-06-01
1626,1846,7,98.2,1846-07-01
1627,1846,8,136.1,1846-08-01
1628,1846,9,79.3,1846-09-01
1629,1846,10,156.2,1846-10-01
1630,1846,11,120.7,1846-11-01
1631,1846,12,43.8,1846-12-01
1632,1847,1,113.2,1847-01-01
1633,1847,2,67.9,1847-02-01
1634,1847,3,54.5,1847-03-01
1635,1847,4,88.5,1847-04-01
1636,1847,5,111.1,1847-05-01
1637,1847,6,47.3,1847-06-01
1638,1847,7,39.1,1847-07-01
1639,1847,8,48.4,1847-08-01
1640,1847,9,66.9,1847-09-01
1641,1847,10,86.4,1847-10-01
1642,1847,11,113.2,1847-11-01
1643,1847,12,192.4,1847-12-01
1644,1848,1,79.4,1848-01-01
1645,1848,2,144.7,1848-02-01
1646,1848,3,93.7,1848-03-01
1647,1848,4,97.2,1848-04-01
1648,1848,5,37.9,1848-05-01
1649,1848,6,98.4,1848-06-01
1650,1848,7,88.9,1848-07-01
1651,1848,8,170.7,1848-08-01
1652,1848,9,77.1,1848-09-01
1653,1848,10,119.8,1848-10-01
1654,1848,11,64.0,1848-11-01
1655,1848,12,113.8,1848-12-01
1656,1849,1,114.5,1849-01-01
1657,1849,2,45.4,1849-02-01
1658,1849,3,37.8,1849-03-01
1659,1849,4,103.7,1849-04-01
1660,1849,5,82.1,1849-05-01
1661,1849,6,19.4,1849-06-01
1662,1849,7,86.4,1849-07-01
1663,1849,8,103.7,1849-08-01
1664,1849,9,142.5,1849-09-01
1665,1849,10,130.7,1849-10-01
1666,1849,11,93.9,1849-11-01
1667,1849,12,119.9,1849-12-01
1668,1850,1,113.5,1850-01-01
1669,1850,2,86.4,1850-02-01
1670,1850,3,38.6,1850-03-01
1671,1850,4,138.3,1850-04-01
1672,1850,5,59.7,1850-05-01
1673,1850,6,54.5,1850-06-01
1674,1850,7,103.4,1850-07-01
1675,1850,8,76.3,1850-08-01
1676,1850,9,70.5,1850-09-01
1677,1850,10,62.7,1850-10-01
1678,1850,11,113.1,1850-11-01
1679,1850,12,104.0,1850-12-01
1680,1851,1,195.0,1851-01-01
1681,1851,2,55.2,1851-02-01
1682,1851,3,79.9,1851-03-01
1683,1851,4,54.7,1851-04-01
1684,1851,5,45.0,1851-05-01
1685,1851,6,101.5,1851-06-01
1686,1851,7,90.3,1851-07-01
1687,1851,8,96.6,1851-08-01
1688,1851,9,49.4,1851-09-01
1689,1851,10,113.4,1851-10-01
1690,1851,11,45.4,1851-11-01
1691,1851,12,68.8,1851-12-01
1692,1852,1,161.4,1852-01-01
1693,1852,2,92.4,1852-02-01
1694,1852,3,44.6,1852-03-01
1695,1852,4,44.4,1852-04-01
1696,1852,5,70.2,1852-05-01
1697,1852,6,179.4,1852-06-01
1698,1852,7,68.6,1852-07-01
1699,1852,8,110.1,1852-08-01
1700,1852,9,57.3,1852-09-01
1701,1852,10,88.7,1852-10-01
1702,1852,11,223.2,1852-11-01
1703,1852,12,208.2,1852-12-01
1704,1853,1,144.7,1853-01-01
1705,1853,2,43.0,1853-02-01
1706,1853,3,83.5,1853-03-01
1707,1853,4,75.3,1853-04-01
1708,1853,5,33.2,1853-05-01
1709,1853,6,77.5,1853-06-01
1710,1853,7,100.5,1853-07-01
1711,1853,8,82.9,1853-08-01
1712,1853,9,60.2,1853-09-01
1713,1853,10,185.1,1853-10-01
1714,1853,11,106.0,1853-11-01
1715,1853,12,48.4,1853-12-01
1716,1854,1,138.6,1854-01-01
1717,1854,2,36.0,1854-02-01
1718,1854,3,37.3,1854-03-01
1719,1854,4,18.8,1854-04-01
1720,1854,5,100.0,1854-05-01
1721,1854,6,110.4,1854-06-01
1722,1854,7,102.6,1854-07-01
1723,1854,8,60.5,1854-08-01
1724,1854,9,47.8,1854-09-01
1725,1854,10,77.8,1854-10-01
1726,1854,11,74.6,1854-11-01
1727,1854,12,94.9,1854-12-01
1728,1855,1,16.5,1855-01-01
1729,1855,2,59.1,1855-02-01
1730,1855,3,86.0,1855-03-01
1731,1855,4,36.7,1855-04-01
1732,1855,5,79.8,1855-05-01
1733,1855,6,68.2,1855-06-01
1734,1855,7,84.1,1855-07-01
1735,1855,8,105.0,1855-08-01
1736,1855,9,50.7,1855-09-01
1737,1855,10,103.2,1855-10-01
1738,1855,11,49.2,1855-11-01
1739,1855,12,87.4,1855-12-01
1740,1856,1,111.6,1856-01-01
1741,1856,2,82.0,1856-02-01
1742,1856,3,35.9,1856-03-01
1743,1856,4,76.2,1856-04-01
1744,1856,5,124.1,1856-05-01
1745,1856,6,59.6,1856-06-01
1746,1856,7,44.7,1856-07-01
1747,1856,8,87.7,1856-08-01
1748,1856,9,91.7,1856-09-01
1749,1856,10,82.4,1856-10-01
1750,1856,11,39.3,1856-11-01
1751,1856,12,115.3,1856-12-01
1752,1857,1,97.2,1857-01-01
1753,1857,2,56.7,1857-02-01
1754,1857,3,98.3,1857-03-01
1755,1857,4,118.7,1857-04-01
1756,1857,5,53.8,1857-05-01
1757,1857,6,81.7,1857-06-01
1758,1857,7,59.4,1857-07-01
1759,1857,8,66.4,1857-08-01
1760,1857,9,90.6,1857-09-01
1761,1857,10,80.4,1857-10-01
1762,1857,11,95.7,1857-11-01
1763,1857,12,64.4,1857-12-01
1764,1858,1,61.4,1858-01-01
1765,1858,2,69.7,1858-02-01
1766,1858,3,51.7,1858-03-01
1767,1858,4,143.5,1858-04-01
1768,1858,5,86.4,1858-05-01
1769,1858,6,43.0,1858-06-01
1770,1858,7,83.0,1858-07-01
1771,1858,8,69.5,1858-08-01
1772,1858,9,85.3,1858-09-01
1773,1858,10,83.2,1858-10-01
1774,1858,11,68.6,1858-11-01
1775,1858,12,141.1,1858-12-01
1776,1859,1,89.8,1859-01-01
1777,1859,2,51.0,1859-02-01
1778,1859,3,90.1,1859-03-01
1779,1859,4,106.9,1859-04-01
1780,1859,5,16.3,1859-05-01
1781,1859,6,36.5,1859-06-01
1782,1859,7,63.1,1859-07-01
1783,1859,8,90.3,1859-08-01
1784,1859,9,132.4,1859-09-01
1785,1859,10,76.9,1859-10-01
1786,1859,11,120.0,1859-11-01
1787,1859,12,115.9,1859-12-01
1788,1860,1,164.6,1860-01-01
1789,1860,2,52.1,1860-02-01
1790,1860,3,86.2,1860-03-01
1791,1860,4,56.4,1860-04-01
1792,1860,5,101.4,1860-05-01
1793,1860,6,154.4,1860-06-01
1794,1860,7,68.3,1860-07-01
1795,1860,8,152.2,1860-08-01
1796,1860,9,52.3,1860-09-01
1797,1860,10,76.7,1860-10-01
1798,1860,11,90.9,1860-11-01
1799,1860,12,88.4,1860-12-01
1800,1861,1,88.9,1861-01-01
1801,1861,2,90.3,1861-02-01
1802,1861,3,120.5,1861-03-01
1803,1861,4,36.0,1861-04-01
1804,1861,5,18.2,1861-05-01
1805,1861,6,99.4,1861-06-01
1806,1861,7,164.4,1861-07-01
1807,1861,8,165.0,1861-08-01
1808,1861,9,174.7,1861-09-01
1809,1861,10,99.2,1861-10-01
1810,1861,11,114.5,1861-11-01
1811,1861,12,78.5,1861-12-01
1812,1862,1,158.9,1862-01-01
1813,1862,2,41.5,1862-02-01
1814,1862,3,104.2,1862-03-01
1815,1862,4,100.0,1862-04-01
1816,1862,5,100.5,1862-05-01
1817,1862,6,91.4,1862-06-01
1818,1862,7,100.2,1862-07-01
1819,1862,8,76.7,1862-08-01
1820,1862,9,63.8,1862-09-01
1821,1862,10,152.4,1862-10-01
1822,1862,11,87.8,1862-11-01
1823,1862,12,126.7,1862-12-01
1824,1863,1,104.0,1863-01-01
1825,1863,2,47.3,1863-02-01
1826,1863,3,100.7,1863-03-01
1827,1863,4,55.5,1863-04-01
1828,1863,5,59.5,1863-05-01
1829,1863,6,83.9,1863-06-01
1830,1863,7,26.7,1863-07-01
1831,1863,8,124.9,1863-08-01
1832,1863,9,114.5,1863-09-01
1833,1863,10,172.7,1863-10-01
1834,1863,11,124.0,1863-11-01
1835,1863,12,94.7,1863-12-01
1836,1864,1,79.9,1864-01-01
1837,1864,2,51.2,1864-02-01
1838,1864,3,88.2,1864-03-01
1839,1864,4,45.8,1864-04-01
1840,1864,5,52.6,1864-05-01
1841,1864,6,80.0,1864-06-01
1842,1864,7,39.7,1864-07-01
1843,1864,8,54.8,1864-08-01
1844,1864,9,96.8,1864-09-01
1845,1864,10,97.4,1864-10-01
1846,1864,11,156.6,1864-11-01
1847,1864,12,81.8,1864-12-01
1848,1865,1,120.4,1865-01-01
1849,1865,2,92.1,1865-02-01
1850,1865,3,78.6,1865-03-01
1851,1865,4,36.2,1865-04-01
1852,1865,5,111.1,1865-05-01
1853,1865,6,26.0,1865-06-01
1854,1865,7,85.2,1865-07-01
1855,1865,8,126.5,1865-08-01
1856,1865,9,29.6,1865-09-01
1857,1865,10,144.7,1865-10-01
1858,1865,11,161.3,1865-11-01
1859,1865,12,127.2,1865-12-01
1860,1866,1,146.9,1866-01-01
1861,1866,2,84.6,1866-02-01
1862,1866,3,100.3,1866-03-01
1863,1866,4,68.4,1866-04-01
1864,1866,5,46.5,1866-05-01
1865,1866,6,89.2,1866-06-01
1866,1866,7,47.7,1866-07-01
1867,1866,8,112.0,1866-08-01
1868,1866,9,129.2,1866-09-01
1869,1866,10,69.2,1866-10-01
1870,1866,11,89.2,1866-11-01
1871,1866,12,118.4,1866-12-01
1872,1867,1,104.6,1867-01-01
1873,1867,2,89.6,1867-02-01
1874,1867,3,83.3,1867-03-01
1875,1867,4,97.1,1867-04-01
1876,1867,5,106.9,1867-05-01
1877,1867,6,33.8,1867-06-01
1878,1867,7,99.6,1867-07-01
1879,1867,8,85.8,1867-08-01
1880,1867,9,71.9,1867-09-01
1881,1867,10,144.9,1867-10-01
1882,1867,11,32.5,1867-11-01
1883,1867,12,62.7,1867-12-01
1884,1868,1,132.1,1868-01-01
1885,1868,2,80.2,1868-02-01
1886,1868,3,104.7,1868-03-01
1887,1868,4,69.1,1868-04-01
1888,1868,5,69.7,1868-05-01
1889,1868,6,35.0,1868-06-01
1890,1868,7,40.8,1868-07-01
1891,1868,8,130.1,1868-08-01
1892,1868,9,91.5,1868-09-01
1893,1868,10,92.1,1868-10-01
1894,1868,11,109.3,1868-11-01
1895,1868,12,192.8,1868-12-01
1896,1869,1,149.5,1869-01-01
1897,1869,2,101.3,1869-02-01
1898,1869,3,76.2,1869-03-01
1899,1869,4,73.3,1869-04-01
1900,1869,5,95.5,1869-05-01
1901,1869,6,28.1,1869-06-01
1902,1869,7,62.4,1869-07-01
1903,1869,8,42.6,1869-08-01
1904,1869,9,159.3,1869-09-01
1905,1869,10,41.8,1869-10-01
1906,1869,11,103.0,1869-11-01
1907,1869,12,142.2,1869-12-01
1908,1870,1,106.6,1870-01-01
1909,1870,2,79.0,1870-02-01
1910,1870,3,60.0,1870-03-01
1911,1870,4,41.0,1870-04-01
1912,1870,5,74.5,1870-05-01
1913,1870,6,31.6,1870-06-01
1914,1870,7,41.5,1870-07-01
1915,1870,8,60.4,1870-08-01
1916,1870,9,81.8,1870-09-01
1917,1870,10,207.1,1870-10-01
1918,1870,11,69.3,1870-11-01
1919,1870,12,76.1,1870-12-01
1920,1871,1,125.9,1871-01-01
1921,1871,2,93.7,1871-02-01
1922,1871,3,69.3,1871-03-01
1923,1871,4,106.2,1871-04-01
1924,1871,5,26.3,1871-05-01
1925,1871,6,81.6,1871-06-01
1926,1871,7,148.2,1871-07-01
1927,1871,8,74.8,1871-08-01
1928,1871,9,83.3,1871-09-01
1929,1871,10,111.0,1871-10-01
1930,1871,11,80.0,1871-11-01
1931,1871,12,76.1,1871-12-01
1932,1872,1,152.9,1872-01-01
1933,1872,2,117.6,1872-02-01
1934,1872,3,89.5,1872-03-01
1935,1872,4,69.3,1872-04-01
1936,1872,5,56.7,1872-05-01
1937,1872,6,110.5,1872-06-01
1938,1872,7,88.2,1872-07-01
1939,1872,8,115.7,1872-08-01
1940,1872,9,124.6,1872-09-01
1941,1872,10,140.0,1872-10-01
1942,1872,11,145.2,1872-11-01
1943,1872,12,194.7,1872-12-01
1944,1873,1,160.0,1873-01-01
1945,1873,2,43.9,1873-02-01
1946,1873,3,91.7,1873-03-01
1947,1873,4,38.8,1873-04-01
1948,1873,5,57.6,1873-05-01
1949,1873,6,50.0,1873-06-01
1950,1873,7,134.0,1873-07-01
1951,1873,8,151.7,1873-08-01
1952,1873,9,94.5,1873-09-01
1953,1873,10,112.7,1873-10-01
1954,1873,11,75.2,1873-11-01
1955,1873,12,35.4,1873-12-01
1956,1874,1,81.2,1874-01-01
1957,1874,2,80.6,1874-02-01
1958,1874,3,54.1,1874-03-01
1959,1874,4,62.0,1874-04-01
1960,1874,5,38.9,1874-05-01
1961,1874,6,43.0,1874-06-01
1962,1874,7,82.0,1874-07-01
1963,1874,8,120.5,1874-08-01
1964,1874,9,107.6,1874-09-01
1965,1874,10,137.9,1874-10-01
1966,1874,11,118.7,1874-11-01
1967,1874,12,122.4,1874-12-01
1968,1875,1,166.6,1875-01-01
1969,1875,2,53.1,1875-02-01
1970,1875,3,40.6,1875-03-01
1971,1875,4,35.4,1875-04-01
1972,1875,5,67.9,1875-05-01
1973,1875,6,94.8,1875-06-01
1974,1875,7,79.0,1875-07-01
1975,1875,8,81.6,1875-08-01
1976,1875,9,149.1,1875-09-01
1977,1875,10,173.1,1875-10-01
1978,1875,11,118.5,1875-11-01
1979,1875,12,66.1,1875-12-01
1980,1876,1,56.0,1876-01-01
1981,1876,2,134.4,1876-02-01
1982,1876,3,111.2,1876-03-01
1983,1876,4,81.4,1876-04-01
1984,1876,5,20.1,1876-05-01
1985,1876,6,51.8,1876-06-01
1986,1876,7,51.9,1876-07-01
1987,1876,8,103.3,1876-08-01
1988,1876,9,125.7,1876-09-01
1989,1876,10,134.8,1876-10-01
1990,1876,11,131.2,1876-11-01
1991,1876,12,205.0,1876-12-01
1992,1877,1,170.9,1877-01-01
1993,1877,2,74.2,1877-02-01
1994,1877,3,86.2,1877-03-01
1995,1877,4,118.2,1877-04-01
1996,1877,5,76.3,1877-05-01
1997,1877,6,83.4,1877-06-01
1998,1877,7,82.8,1877-07-01
1999,1877,8,141.5,1877-08-01
2000,1877,9,79.3,1877-09-01
2001,1877,10,136.3,1877-10-01
2002,1877,11,162.4,1877-11-01
2003,1877,12,118.4,1877-12-01
2004,1878,1,94.8,1878-01-01
2005,1878,2,62.4,1878-02-01
2006,1878,3,46.3,1878-03-01
2007,1878,4,75.4,1878-04-01
2008,1878,5,122.0,1878-05-01
2009,1878,6,133.9,1878-06-01
2010,1878,7,40.5,1878-07-01
2011,1878,8,114.8,1878-08-01
2012,1878,9,92.7,1878-09-01
2013,1878,10,107.7,1878-10-01
2014,1878,11,66.1,1878-11-01
2015,1878,12,67.4,1878-12-01
2016,1879,1,101.7,1879-01-01
2017,1879,2,120.4,1879-02-01
2018,1879,3,55.1,1879-03-01
2019,1879,4,70.5,1879-04-01
2020,1879,5,71.0,1879-05-01
2021,1879,6,155.0,1879-06-01
2022,1879,7,119.9,1879-07-01
2023,1879,8,122.6,1879-08-01
2024,1879,9,121.6,1879-09-01
2025,1879,10,47.4,1879-10-01
2026,1879,11,28.6,1879-11-01
2027,1879,12,56.5,1879-12-01
2028,1880,1,47.7,1880-01-01
2029,1880,2,107.4,1880-02-01
2030,1880,3,91.9,1880-03-01
2031,1880,4,100.7,1880-04-01
2032,1880,5,37.4,1880-05-01
2033,1880,6,88.5,1880-06-01
2034,1880,7,146.3,1880-07-01
2035,1880,8,52.0,1880-08-01
2036,1880,9,84.8,1880-09-01
2037,1880,10,85.8,1880-10-01
2038,1880,11,133.4,1880-11-01
2039,1880,12,99.2,1880-12-01
2040,1881,1,36.5,1881-01-01
2041,1881,2,118.1,1881-02-01
2042,1881,3,103.5,1881-03-01
2043,1881,4,45.2,1881-04-01
2044,1881,5,66.8,1881-05-01
2045,1881,6,128.1,1881-06-01
2046,1881,7,69.6,1881-07-01
2047,1881,8,130.3,1881-08-01
2048,1881,9,74.4,1881-09-01
2049,1881,10,103.8,1881-10-01
2050,1881,11,146.7,1881-11-01
2051,1881,12,125.4,1881-12-01
2052,1882,1,80.2,1882-01-01
2053,1882,2,94.5,1882-02-01
2054,1882,3,84.2,1882-03-01
2055,1882,4,117.6,1882-04-01
2056,1882,5,77.3,1882-05-01
2057,1882,6,97.3,1882-06-01
2058,1882,7,138.7,1882-07-01
2059,1882,8,90.8,1882-08-01
2060,1882,9,91.8,1882-09-01
2061,1882,10,115.7,1882-10-01
2062,1882,11,148.3,1882-11-01
2063,1882,12,116.2,1882-12-01
2064,1883,1,167.2,1883-01-01
2065,1883,2,174.4,1883-02-01
2066,1883,3,49.1,1883-03-01
2067,1883,4,66.7,1883-04-01
2068,1883,5,62.3,1883-05-01
2069,1883,6,59.8,1883-06-01
2070,1883,7,108.0,1883-07-01
2071,1883,8,109.7,1883-08-01
2072,1883,9,134.1,1883-09-01
2073,1883,10,99.4,1883-10-01
2074,1883,11,127.0,1883-11-01
2075,1883,12,57.0,1883-12-01
2076,1884,1,145.0,1884-01-01
2077,1884,2,156.7,1884-02-01
2078,1884,3,117.9,1884-03-01
2079,1884,4,45.2,1884-04-01
2080,1884,5,71.9,1884-05-01
2081,1884,6,26.3,1884-06-01
2082,1884,7,94.4,1884-07-01
2083,1884,8,49.6,1884-08-01
2084,1884,9,72.2,1884-09-01
2085,1884,10,73.1,1884-10-01
2086,1884,11,97.3,1884-11-01
2087,1884,12,116.6,1884-12-01
2088,1885,1,98.2,1885-01-01
2089,1885,2,127.0,1885-02-01
2090,1885,3,75.9,1885-03-01
2091,1885,4,90.2,1885-04-01
2092,1885,5,72.4,1885-05-01
2093,1885,6,30.3,1885-06-01
2094,1885,7,56.9,1885-07-01
2095,1885,8,84.0,1885-08-01
2096,1885,9,144.0,1885-09-01
2097,1885,10,115.2,1885-10-01
2098,1885,11,74.4,1885-11-01
2099,1885,12,46.7,1885-12-01
2100,1886,1,112.6,1886-01-01
2101,1886,2,82.6,1886-02-01
2102,1886,3,100.7,1886-03-01
2103,1886,4,62.8,1886-04-01
2104,1886,5,111.8,1886-05-01
2105,1886,6,44.0,1886-06-01
2106,1886,7,103.1,1886-07-01
2107,1886,8,75.6,1886-08-01
2108,1886,9,109.2,1886-09-01
2109,1886,10,150.9,1886-10-01
2110,1886,11,91.3,1886-11-01
2111,1886,12,146.1,1886-12-01
2112,1887,1,102.2,1887-01-01
2113,1887,2,47.4,1887-02-01
2114,1887,3,45.3,1887-03-01
2115,1887,4,49.8,1887-04-01
2116,1887,5,38.8,1887-05-01
2117,1887,6,14.9,1887-06-01
2118,1887,7,71.6,1887-07-01
2119,1887,8,84.4,1887-08-01
2120,1887,9,85.5,1887-09-01
2121,1887,10,69.9,1887-10-01
2122,1887,11,94.4,1887-11-01
2123,1887,12,84.8,1887-12-01
2124,1888,1,89.7,1888-01-01
2125,1888,2,25.7,1888-02-01
2126,1888,3,98.3,1888-03-01
2127,1888,4,55.9,1888-04-01
2128,1888,5,76.7,1888-05-01
2129,1888,6,121.9,1888-06-01
2130,1888,7,139.8,1888-07-01
2131,1888,8,88.4,1888-08-01
2132,1888,9,33.2,1888-09-01
2133,1888,10,65.0,1888-10-01
2134,1888,11,129.3,1888-11-01
2135,1888,12,142.0,1888-12-01
2136,1889,1,90.3,1889-01-01
2137,1889,2,81.1,1889-02-01
2138,1889,3,50.5,1889-03-01
2139,1889,4,74.6,1889-04-01
2140,1889,5,102.7,1889-05-01
2141,1889,6,28.0,1889-06-01
2142,1889,7,63.7,1889-07-01
2143,1889,8,160.4,1889-08-01
2144,1889,9,55.1,1889-09-01
2145,1889,10,135.2,1889-10-01
2146,1889,11,57.5,1889-11-01
2147,1889,12,109.1,1889-12-01
2148,1890,1,143.3,1890-01-01
2149,1890,2,45.7,1890-02-01
2150,1890,3,97.9,1890-03-01
2151,1890,4,45.9,1890-04-01
2152,1890,5,75.9,1890-05-01
2153,1890,6,88.2,1890-06-01
2154,1890,7,73.1,1890-07-01
2155,1890,8,84.7,1890-08-01
2156,1890,9,85.3,1890-09-01
2157,1890,10,65.0,1890-10-01
2158,1890,11,171.8,1890-11-01
2159,1890,12,70.3,1890-12-01
2160,1891,1,58.7,1891-01-01
2161,1891,2,10.1,1891-02-01
2162,1891,3,48.5,1891-03-01
2163,1891,4,61.4,1891-04-01
2164,1891,5,87.7,1891-05-01
2165,1891,6,74.2,1891-06-01
2166,1891,7,53.6,1891-07-01
2167,1891,8,161.3,1891-08-01
2168,1891,9,82.9,1891-09-01
2169,1891,10,141.8,1891-10-01
2170,1891,11,103.1,1891-11-01
2171,1891,12,158.8,1891-12-01
2172,1892,1,70.9,1892-01-01
2173,1892,2,81.0,1892-02-01
2174,1892,3,27.9,1892-03-01
2175,1892,4,32.6,1892-04-01
2176,1892,5,112.3,1892-05-01
2177,1892,6,70.7,1892-06-01
2178,1892,7,90.1,1892-07-01
2179,1892,8,164.6,1892-08-01
2180,1892,9,101.3,1892-09-01
2181,1892,10,89.7,1892-10-01
2182,1892,11,134.3,1892-11-01
2183,1892,12,74.8,1892-12-01
2184,1893,1,88.3,1893-01-01
2185,1893,2,102.2,1893-02-01
2186,1893,3,23.6,1893-03-01
2187,1893,4,29.8,1893-04-01
2188,1893,5,50.0,1893-05-01
2189,1893,6,53.2,1893-06-01
2190,1893,7,74.2,1893-07-01
2191,1893,8,113.7,1893-08-01
2192,1893,9,58.2,1893-09-01
2193,1893,10,81.4,1893-10-01
2194,1893,11,65.3,1893-11-01
2195,1893,12,116.7,1893-12-01
2196,1894,1,131.9,1894-01-01
2197,1894,2,94.9,1894-02-01
2198,1894,3,62.2,1894-03-01
2199,1894,4,107.6,1894-04-01
2200,1894,5,72.3,1894-05-01
2201,1894,6,62.8,1894-06-01
2202,1894,7,114.1,1894-07-01
2203,1894,8,88.7,1894-08-01
2204,1894,9,16.3,1894-09-01
2205,1894,10,123.3,1894-10-01
2206,1894,11,116.4,1894-11-01
2207,1894,12,97.2,1894-12-01
2208,1895,1,103.4,1895-01-01
2209,1895,2,29.8,1895-02-01
2210,1895,3,99.5,1895-03-01
2211,1895,4,57.7,1895-04-01
2212,1895,5,18.3,1895-05-01
2213,1895,6,59.2,1895-06-01
2214,1895,7,124.4,1895-07-01
2215,1895,8,139.0,1895-08-01
2216,1895,9,28.5,1895-09-01
2217,1895,10,104.3,1895-10-01
2218,1895,11,141.8,1895-11-01
2219,1895,12,155.0,1895-12-01
2220,1896,1,48.8,1896-01-01
2221,1896,2,56.5,1896-02-01
2222,1896,3,119.7,1896-03-01
2223,1896,4,35.5,1896-04-01
2224,1896,5,11.2,1896-05-01
2225,1896,6,70.7,1896-06-01
2226,1896,7,148.5,1896-07-01
2227,1896,8,59.9,1896-08-01
2228,1896,9,159.2,1896-09-01
2229,1896,10,101.0,1896-10-01
2230,1896,11,34.8,1896-11-01
2231,1896,12,165.6,1896-12-01
2232,1897,1,73.1,1897-01-01
2233,1897,2,72.5,1897-02-01
2234,1897,3,147.3,1897-03-01
2235,1897,4,112.0,1897-04-01
2236,1897,5,47.8,1897-05-01
2237,1897,6,119.6,1897-06-01
2238,1897,7,60.6,1897-07-01
2239,1897,8,149.4,1897-08-01
2240,1897,9,77.3,1897-09-01
2241,1897,10,90.1,1897-10-01
2242,1897,11,127.6,1897-11-01
2243,1897,12,139.9,1897-12-01
2244,1898,1,78.5,1898-01-01
2245,1898,2,79.1,1898-02-01
2246,1898,3,34.1,1898-03-01
2247,1898,4,109.8,1898-04-01
2248,1898,5,89.4,1898-05-01
2249,1898,6,77.7,1898-06-01
2250,1898,7,31.9,1898-07-01
2251,1898,8,132.8,1898-08-01
2252,1898,9,88.4,1898-09-01
